MODEL,DATASET,SAMPLE,LABELS,ISROAD,CLASS,PRECISION,RECALL,F1SCORE,KAPPA,TRAINTIME,PREDICTTIME,FSELECTOR,NFEATURES
SVM,1,100000,3,False,1,0.5076923076923077,0.1907514450867052,0.2773109243697479,0.5220686818190944,103.58203077316284,8.222999095916748,None,44
SVM,1,100000,3,False,2,0.5555555555555556,0.04608294930875576,0.0851063829787234,0.5220686818190944,103.58203077316284,8.222999095916748,None,44
SVM,1,100000,3,False,3,0.7424242424242424,0.30246913580246915,0.4298245614035088,0.5220686818190944,103.58203077316284,8.222999095916748,None,44
SVM,1,100000,3,False,4,0.9593023255813954,0.9986074661239355,0.9785603694859212,0.5220686818190944,103.58203077316284,8.222999095916748,None,44
SVM,1,100000,3,False,5,0.972809667673716,0.8090452261306532,0.8834019204389574,0.5220686818190944,103.58203077316284,8.222999095916748,None,44
DNN,1,3877325,3,False,1,0.5883244882486732,0.11582089552238806,0.19354034168848983,0.6080824941297176,3533.5295021533966,26.693034648895264,None,44
DNN,1,3877325,3,False,2,0.48771773112996875,0.259490286936375,0.3387490790647175,0.6080824941297176,3533.5295021533966,26.693034648895264,None,44
DNN,1,3877325,3,False,3,0.7589717910198631,0.36141801128686113,0.4896618565582597,0.6080824941297176,3533.5295021533966,26.693034648895264,None,44
DNN,1,3877325,3,False,4,0.9681001722247056,0.9962164954719505,0.9819571118035468,0.6080824941297176,3533.5295021533966,26.693034648895264,None,44
DNN,1,3877325,3,False,5,0.9445302626035669,0.8724301186847396,0.9070496611712349,0.6080824941297176,3533.5295021533966,26.693034648895264,None,44

